WORD,COUNT
fundida,1
fundó,1
futuro,6
fácilment,1
ga,4
gana,2
ganaba,1
ganamo,1
ganar,1
gane,3
garrafa,1
gasoil,3
gasta,4
gastamo,1
gastaron,2
gasto,5
gato,1
gener,2
genera,2
generacion,3
generar,7
generaron,1
generemo,1
gent,4
gerencia,1
germán,1
gestionar,1
gestionaron,1
gestión,5
gobernaba,2
gobernaban,2
gobernar,1
gobernaron,2
gobernó,2
gobierna,6
gobierno,31
golp,1
golpear,1
gorda,1
gracia,3
graduación,1
gradual,1
gran,2
grand,7
grati,1
gratuita,1
gratuito,2
grotesca,1
guatemalteco,1
guerra,1
guris,4
gurí,1
haber,7
hablaba,1
hablan,4
hablando,2
hablar,1
hablast,1
hablen,1
hace,12
hacemo,3
hacen,1
hacer,16
hacerlo,1
hacers,1
hacia,1
haciendo,4
hacía,2
hacían,1
hago,1
hecho,5
hemo,1
heredamo,1
heredar,1
herencia,1
herida,1
herramienta,1
heut,1
hicieron,2
hicimo,1
hicist,1
hiciéramo,1
hija,1
hijo,5
historia,3
histórico,1
hizo,2
hogar,1
homicidio,3
hondura,1
honesto,1
hora,2
horribl,1
hospit,2
hoy,23
huaso,1
hubiéramo,1
huelga,12
humana,1
humano,7
humild,2
híper,1
iba,1
iban,2
idea,5
ideal,1
ideológica,4
ideológico,2
ilegítima,1
ilusión,1
imagen,1
imaginar,1
impacta,1
impacto,3
impedirm,1
importa,2
importancia,1
important,8
imprescind,2
impuesto,1
impulsaron,1
impulso,1
impunidad,1
imágen,1
inacept,1
inadmis,1
inaugurar,1
incentivarlo,1
incentivo,1
incluyendo,1
incompetencia,1
inconstitucion,1
inconvenient,1
incorporar,2
incrementar,2
incrementaron,6
incremento,3
independient,1
indiferencia,1
indigencia,3
indigent,1
indiqu,1
industri,1
industria,2
industrial,1
inefop,2
inest,1
infancia,2
infantil,2
infelic,3
inflación,2
inform,3
informalidad,5
infraestructura,1
ingresaban,1
ingresan,1
ingreso,4
inici,1
iniciar,1
iniciativa,2
inmediata,1
inmigrant,3
inmujer,1
innovación,1
inoculó,1
insolvencia,1
instala,1
instalando,1
instalar,2
instituto,1
insuficient,1
integra,1
integración,4
integrado,1
integrando,1
integrant,1
integrast,1
inteligent,2
intendencia,5
intent,1
intenta,2
intentado,1
intentar,2
intentaron,1
intercambiar,1
interconexión,1
interes,1
interesó,1
interior,2
interna,1
internacion,4
internacional,2
internacionalment,1
interno,2
interpelar,1
interpreta,1
intervención,1
interé,1
inversión,18
invertir,1
investigación,5
investigar,3
inviert,1
ir,2
irrespons,1
irresponsablement,1
irs,1
ismael,1
jactan,1
jorg,2
jubila,1
jubilación,1
juega,1
jugamo,2
jujuy,1
junio,2
junto,5
justo,1
juventud,1
jóvene,3
kedar,1
kilo,1
kirchnerista,1
labor,3
laboral,9
ladrillo,1
lamentablement,3
lana,1
largo,1
latina,12
latinoamericano,1
lechería,1
leer,1
legalizó,1
legaron,1
legítimo,6
legó,1
lejo,1
lent,1
ley,3
liberal,2
libertad,2
libr,2
liceo,6
liderado,1
limiten,1
liquidar,1
lista,1
llama,1
llega,1
llegamo,1
llegar,3
llegó,2
llevar,2
locomotora,1
logrado,2
lograr,1
logro,1
lucha,2
luego,2
lugar,14
lámina,1
límite,1
línea,1
lógica,1
macri,1
madr,1
maelo,1
maestro,2
magia,1
mal,3
mandando,1
mandar,3
manejada,2
manejar,2
manejo,1
manejó,1
manera,11
mano,1
manten,1
maquinaria,1
maravillosa,1
marcha,1
maroña,1
marzo,2
materia,5
material,1
matriz,4
mayor,5
mayoría,4
maíz,1
mañana,2
medida,3
medio,6
mejor,6
mejoren,1
mencionar,1
meno,12
mentirosa,2
mercado,8
mercosur,7
merec,1
merendero,1
mese,3
mezquina,1
mide,3
mientra,1
migré,1
mil,9
militant,2
militar,5
millon,8
millón,1
ministerio,1
ministro,2
mira,1
mirar,3
miremo,2
miren,3
mirá,2
miseria,1
misma,1
mismo,4
mitad,7
mochila,1
modelo,3
moderación,1
moderna,1
modificación,2
modificarlo,1
molino,1
momento,5
montevideo,1
mortal,2
mortalidad,2
motor,1
movimiento,1
mucha,4
muchacho,1
muchísimo,1
muert,1
muestra,1
muev,1
mujer,2
multiplica,1
multiplicamo,2
mundial,3
mundo,16
muriera,1
mutuament,1
má,78
máximo,1
médico,2
mérito,3
mínimo,4
nace,2
nacen,2
nacer,1
nacimo,1
nacion,6
nació,2
nación,1
nadi,3
natur,1
necesariament,1
necesit,1
necesita,5
necesitamo,2
necesitan,1
nefasto,1
negado,1
negociación,5
negociar,1
negra,1
neozelandesa,2
newlin,1
niego,2
ningún,2
nivel,6
niño,3
norma,1
noruega,1
nosotro,17
notoria,1
noventa,1
nuevo,2
nunca,4
número,3
objetivo,1
obra,1
obtien,2
obtuvimo,2
obtuvo,1
octubr,3
ocultar,1
ocupacion,3
ocupación,5
ocupando,1
ocupar,1
ocurr,1
ocurrido,2
ocurrió,2
odontológico,1
oea,1
of,1
oficina,1
ofreció,1
ofrecían,1
ojalá,2
ojo,2
ola,1
oleoducto,1
olla,1
opción,1
oportunidad,1
oposición,14
optimista,1
opusieron,1
oral,1
ordóñez,1
organismo,1
organizacion,1
organización,2
organizan,2
organizar,3
organizaron,1
organizars,2
orgulloso,2
orgánica,3
origen,1
original,1
oscar,10
otorguen,1
padr,2
paga,1
pagaba,1
pagamo,1
pagan,1
pagando,1
pagar,5
pago,1
papel,3
par,1
paradigma,1
parado,2
paraguay,3
parec,7
parecido,1
parecía,1
part,11
participaba,1
partido,12
partir,5
pasa,4
pasado,3
pasando,1
pasar,1
pasaron,1
pasemo,1
pasen,1
pasó,2
patria,8
patron,1
paí,32
país,7
peaj,2
pedido,1
pedir,1
pedirl,1
pedía,1
pedían,1
peleando,1
peligrosament,1
película,1
penal,1
pensamo,2
pensar,6
pensá,1
penultima,1
penúltimo,2
peor,11
pepsi,1
pequeño,3
perdida,1
perdido,1
perdieron,3
perdió,1
periferia,2
permanentement,1
permiso,1
permit,2
permita,4
permitan,4
permitida,2
permitieron,2
perseguir,1
persona,5
pertenec,1
pertinent,1
período,5
perú,1
pesar,1
peso,6
peña,1
pido,1
piensa,1
piensan,2
pierden,1
pinochet,1
pintoresca,1
plan,1
plana,1
planta,2
plantea,2
planteamo,1
planteando,1
planteó,1
plata,1
